address,text,category
0x00233B00,"Save succeeded.","OTHER"
0x00233B10,"The Playstaion 2 system is not connected to a hard drive.","OTHER"
0x00233B50,"Not enough free space in the ","OTHER"
0x00233B80,"Hard Drive.","OTHER"
0x00233B90,"The installation requires at least %aMB","OTHER"
0x00233BC0,"of space.","OTHER"
0x00233BE0,"After making enough free space,","OTHER"
0x00233C00,"please do the installation again.","OTHER"
0x00233C30,"The game data is not installed","OTHER"
0x00233C60,"on your hard drive.","OTHER"
0x00233C80,"Please go to \repair the hard drive\ section","OTHER"
0x00233CB0,"in the instructions manual that came with the","OTHER"
0x00233CE0,"PS2 hard drive.","OTHER"
0x00233CF0,"It didn't install correctly.","OTHER"
0x00233D20,"Please reinstall.","OTHER"
0x00233D50,"The game data is already installed","OTHER"
0x00233D80,"on your hard drive.","OTHER"
0x00233DB0,"Do you want to install over it?","OTHER"
0x00233DE0,"When the game data is installed to the","OTHER"
0x00233E10,"hard drive, you will be able to play the game","OTHER"
0x00233E40,"more comfortably.","OTHER"
0x00233E60,"To install, you must have at least %aMB of","OTHER"
0x00233E90,"free space on your hard drive.","OTHER"
0x00233EC0,"Do you want to install?","OTHER"
0x00233EE0,"Please press any button.","OTHER"
0x00233F10,"the game data is installed.","OTHER"
0x00233F40,"Please do not turn off, reset , remove the hard","OTHER"
0x00233F70,"drive or the (8MB) MEMORY CARD from the \PlayStation 2\","OTHER"
0x00233FB0,"Console.","OTHER"
0x00233FD0,"The installation is completed.","OTHER"
0x00233FF0,"Installation failed.","OTHER"
0x00234010,"Abort the installation?","OTHER"
0x00234030,"Installation aborted.","OTHER"
0x00234050,"The hard disk drive has not been initialized.","OTHER"
0x00234080,"Please follow the instructions to initialize.","OTHER"
0x002340B0,"Do you want to reinstall?","OTHER"
0x002340D0,"Installation aborted.","OTHER"
0x002340E8,"Move panels","OTHER"
0x00234100,"An error has occurred during the installation.","OTHER"
0x00234130,"Please make sure to reinstall","OTHER"
0x00234160,"the hard drive connection.","OTHER"
0x00234190,"<c1>Could not enter the room since","OTHER"
0x002341C0,"<c0>the room is for hard disc drive only","OTHER"
0x002341F0,"<c1>the room is for disc only","OTHER"
0x00234210,"<c1>This room is for hard disk drive only","OTHER"
0x00234240,"Will you use the data installed on your","OTHER"
0x00234270,"hard disk drive?","OTHER"
0x002342A0,"<c1>This room is for disc only.","OTHER"
0x002342C0,"Will you use the disc data?","OTHER"
0x002342E6,"MACDOWELL","OTHER"
0x002342F0,"RODRIGUEZ","OTHER"
0x00234300,"CONRAD","OTHER"
0x00234308,"HUNK:B","OTHER"
0x00234318,"MIGUEL","OTHER"
0x00234328,"ARNOLD","OTHER"
0x00234338,"BILLY","OTHER"
0x00234340,"HARSH","OTHER"
0x00234348,"PETER","OTHER"
0x00234350,"MARVIN","OTHER"
0x00234378,"PATRICK","OTHER"
0x00234380,"LLOYD","OTHER"
0x00234388,"AUSTIN","OTHER"
0x00234390,"CLINT","OTHER"
0x002343A8,"NATHAN","OTHER"
0x002343B0,"SAMUEL","OTHER"
0x002343C0,"ROGER","OTHER"
0x002343C8,"CARTER","OTHER"
0x002343D8,"FROST","OTHER"
0x002343E8,"FROST:B","OTHER"
0x00234408,"RICHARD","OTHER"
0x00234410,"MICKEY","OTHER"
0x00234420,"AXEMAN","OTHER"
0x00234438,"REGAN","OTHER"
0x00234440,"REGAN:B","OTHER"
0x00234448,"MONICA","OTHER"
0x00234450,"LINDA","OTHER"
0x00234470,"DANNY","OTHER"
0x00234478,"DANNY:B","OTHER"
0x00234488,"GILL:B","OTHER"
0x00234490,"KEITH","OTHER"
0x002344A0,"KURT:B","OTHER"
0x002344A8,"GARY:B","OTHER"
0x002344B8,"DOROTHY","OTHER"
0x002344C0,"YOKO:Z","OTHER"
0x002344C8,"RAYMOND","OTHER"
0x002344D0,"ARTHUR","OTHER"
0x002344D8,"AARON","OTHER"
0x002344E0,"DORIAN","OTHER"
0x002344E8,"ELLIOTT","OTHER"
0x002344F8,"HARRY","OTHER"
0x00234508,"DUSTIN","OTHER"
0x00234510,"DEREK","OTHER"
0x00234520,"NICOLAS","OTHER"
0x00234530,"PHILIP","OTHER"
0x00234540,"MATTHEW","OTHER"
0x00234548,"ROBERT","OTHER"
0x00234550,"CHUCK","OTHER"
0x00234558,"GINGER","OTHER"
0x00234560,"LAURA","OTHER"
0x00234568,"AMELIA","OTHER"
0x00234570,"ETHAN","OTHER"
0x00234578,"HOWARD","OTHER"
0x00234580,"ISAAC","OTHER"
0x00234588,"KATHY","OTHER"
0x00234590,"ELENA","OTHER"
0x00234598,"FRANK","OTHER"
0x002345A0,"RODNEY","OTHER"
0x002345A8,"Mr.RED","OTHER"
0x002345B0,"Mr.BLUE","OTHER"
0x002345B8,"Mr.GREEN","OTHER"
0x002345C8,"Mr.GOLD","OTHER"
0x002345D0,"Mr.BLACK","OTHER"
0x002345E8,"CHARACTER","OTHER"
0x002345F8,"DIFFICULTY","OTHER"
0x00234603,"COMPLETION RATIO","OTHER"
0x00234618,"PLAY TIME","OTHER"
0x00234627,"SURVIVOR","OTHER"
0x00234630,"SP ITEM","OTHER"
0x00234640,"NO DAMAGE CLEAR!!","OTHER"
0x00234660,"NO WEAPON CLEAR!!","OTHER"
0x00234AB0,"MCICON.BIN","OTHER"
0x00234B68,"CNICON.BIN","OTHER"
0x00234BB0,"send \error!\\r\
wait \OK\\r\
\,3
","OTHER"
0x00234C68,"Conexant","OTHER"
0x00234C80,"V.90 Modem with USB Interface","OTHER"
0x00234CA0,"SUNTAC","OTHER"
0x00234CA8,"OnlineStation","OTHER"
0x00234CB8,"I-O Data","OTHER"
0x00234CC8,"USB-ET/TX-S","OTHER"
0x00234CF0,"Ethernet (Network Adaptor)","OTHER"
0x00234D10,"Capcom_AVE_TCP_Wrapper","OTHER"
0x00234D30,"INET_LANEGG_driver","OTHER"
0x00234D50,"INET_SMAP_driver","OTHER"
0x00234D70,"Capcom_USB_Device_Searcher","OTHER"
0x00234D90,"thpri=9","OTHER"
0x00234D98,"thpri=10","OTHER"
0x00234DE0,"%03x NETR:%02d %02d %02d  ERR:%d","OTHER"
0x00234E40,"TCP&PPP DISCONNECTING...
","OTHER"
0x00234E60,"data\\rom\\eff_mov\\eff_%03d.mov","OTHER"
0x00234E80,"DATA\\ROM\\TEX\\EM\\E00\\E00_00.TEX","OTHER"
0x00234EA0,"DATA\\ROM\\TEX\\EM\\E00\\E00_01.TEX","OTHER"
0x00234EC0,"DATA\\ROM\\TEX\\EM\\E01\\E01_00.TEX","OTHER"
0x00234EE0,"DATA\\ROM\\TEX\\EM\\E01\\E01_01.TEX","OTHER"
0x00234F00,"DATA\\ROM\\TEX\\EM\\E01\\E01_03.TEX","OTHER"
0x00234F20,"DATA\\ROM\\TEX\\EM\\E01\\E01_04.TEX","OTHER"
0x00234F40,"DATA\\ROM\\TEX\\EM\\E01\\E01_07.TEX","OTHER"
0x00234F60,"DATA\\ROM\\TEX\\EM\\E01\\E01_08.TEX","OTHER"
0x00234F80,"DATA\\ROM\\TEX\\EM\\E01\\E01_09.TEX","OTHER"
0x00234FA0,"DATA\\ROM\\TEX\\EM\\E01\\E01_10.TEX","OTHER"
0x00234FC0,"DATA\\ROM\\TEX\\EM\\E01\\E01_11.TEX","OTHER"
0x00234FE0,"DATA\\ROM\\TEX\\EM\\E01\\E01_12.TEX","OTHER"
0x00235000,"DATA\\ROM\\TEX\\EM\\E01\\E01_13.TEX","OTHER"
0x00235020,"DATA\\ROM\\TEX\\EM\\E01\\E01_14.TEX","OTHER"
0x00235040,"DATA\\ROM\\TEX\\EM\\E01\\E01_15.TEX","OTHER"
0x00235060,"DATA\\ROM\\TEX\\EM\\E01\\E01_16.TEX","OTHER"
0x00235080,"DATA\\ROM\\TEX\\EM\\E01\\E01_17.TEX","OTHER"
0x002350A0,"DATA\\ROM\\TEX\\EM\\E01\\E01_18.TEX","OTHER"
0x002350C0,"DATA\\ROM\\TEX\\EM\\E01\\E01_19.TEX","OTHER"
0x002350E0,"DATA\\ROM\\TEX\\EM\\E01\\E01_20.TEX","OTHER"
0x00235100,"DATA\\ROM\\TEX\\EM\\E01\\E01_21.TEX","OTHER"
0x00235120,"DATA\\ROM\\TEX\\EM\\E01\\E01_22.TEX","OTHER"
0x00235140,"DATA\\ROM\\TEX\\EM\\E01\\E01_23.TEX","OTHER"
0x00235160,"DATA\\ROM\\TEX\\EM\\E01\\E01_24.TEX","OTHER"
0x00235180,"DATA\\ROM\\TEX\\EM\\E01\\E01_25.TEX","OTHER"
0x002351A0,"DATA\\ROM\\TEX\\EM\\E01\\E01_26.TEX","OTHER"
0x002351C0,"DATA\\ROM\\TEX\\EM\\E01\\E01_27.TEX","OTHER"
0x002351E0,"DATA\\ROM\\TEX\\EM\\E01\\E01_28.TEX","OTHER"
0x00235200,"DATA\\ROM\\TEX\\EM\\E01\\E01_29.TEX","OTHER"
0x00235220,"DATA\\ROM\\TEX\\EM\\E01\\E01_30.TEX","OTHER"
0x00235240,"DATA\\ROM\\TEX\\EM\\E01\\E01_31.TEX","OTHER"
0x00235260,"DATA\\ROM\\TEX\\EM\\E01\\E01_32.TEX","OTHER"
0x00235280,"DATA\\ROM\\TEX\\EM\\E01\\E01_33.TEX","OTHER"
0x002352A0,"DATA\\ROM\\TEX\\EM\\E01\\E01_34.TEX","OTHER"
0x002352C0,"DATA\\ROM\\TEX\\EM\\E01\\E01_35.TEX","OTHER"
0x002352E0,"DATA\\ROM\\TEX\\EM\\E01\\E01_36.TEX","OTHER"
0x00235300,"DATA\\ROM\\TEX\\EM\\E01\\E01_37.TEX","OTHER"
0x00235320,"DATA\\ROM\\TEX\\EM\\E01\\E01_38.TEX","OTHER"
0x00235340,"DATA\\ROM\\TEX\\EM\\E01\\E01_39.TEX","OTHER"
0x00235360,"DATA\\ROM\\TEX\\EM\\E01\\E01_40.TEX","OTHER"
0x00235380,"DATA\\ROM\\TEX\\EM\\E01\\E01_41.TEX","OTHER"
0x002353A0,"DATA\\ROM\\TEX\\EM\\E01\\E01_42.TEX","OTHER"
0x002353C0,"DATA\\ROM\\TEX\\EM\\E01\\E01_43.TEX","OTHER"
0x002353E0,"DATA\\ROM\\TEX\\EM\\E01\\E01_44.TEX","OTHER"
0x00235400,"DATA\\ROM\\TEX\\EM\\E01\\E01_45.TEX","OTHER"
0x00235420,"DATA\\ROM\\TEX\\EM\\E01\\E01_46.TEX","OTHER"
0x00235440,"DATA\\ROM\\TEX\\EM\\E01\\E01_47.TEX","OTHER"
0x00235460,"DATA\\ROM\\TEX\\EM\\E01\\E01_48.TEX","OTHER"
0x00235480,"DATA\\ROM\\TEX\\EM\\E01\\E01_49.TEX","OTHER"
0x002354A0,"DATA\\ROM\\TEX\\EM\\E01\\E01_50.TEX","OTHER"
0x002354C0,"DATA\\ROM\\TEX\\EM\\E01\\E01_51.TEX","OTHER"
0x002354E0,"DATA\\ROM\\TEX\\EM\\E01\\E01_52.TEX","OTHER"
0x00235500,"DATA\\ROM\\TEX\\EM\\E01\\E01_53.TEX","OTHER"
0x00235520,"DATA\\ROM\\TEX\\EM\\E01\\E01_54.TEX","OTHER"
0x00235540,"DATA\\ROM\\TEX\\EM\\E01\\E01_55.TEX","OTHER"
0x00235560,"DATA\\ROM\\TEX\\EM\\E01\\E01_56.TEX","OTHER"
0x00235580,"DATA\\ROM\\TEX\\EM\\E01\\E01_57.TEX","OTHER"
0x002355A0,"DATA\\ROM\\TEX\\EM\\E01\\E01_58.TEX","OTHER"
0x002355C0,"DATA\\ROM\\TEX\\EM\\E01\\E01_59.TEX","OTHER"
0x002355E0,"DATA\\ROM\\TEX\\EM\\E01\\E01_60.TEX","OTHER"
0x00235600,"DATA\\ROM\\TEX\\NPC\\LOW\\N200.TEX","OTHER"
0x00235620,"DATA\\ROM\\TEX\\NPC\\LOW\\N201.TEX","OTHER"
0x00235640,"DATA\\ROM\\TEX\\NPC\\LOW\\N202.TEX","OTHER"
0x00235660,"DATA\\ROM\\TEX\\NPC\\LOW\\N203.TEX","OTHER"
0x00235680,"DATA\\ROM\\TEX\\NPC\\LOW\\N204.TEX","OTHER"
0x002356A0,"DATA\\ROM\\TEX\\NPC\\LOW\\N205.TEX","OTHER"
0x002356C0,"DATA\\ROM\\TEX\\NPC\\LOW\\N206.TEX","OTHER"
0x002356E0,"DATA\\ROM\\TEX\\NPC\\LOW\\N207.TEX","OTHER"
0x00235700,"DATA\\ROM\\TEX\\NPC\\LOW\\N29.TEX","OTHER"
0x00235720,"DATA\\ROM\\TEX\\NPC\\LOW\\N16.TEX","OTHER"
0x00235740,"DATA\\ROM\\TEX\\NPC\\LOW\\N35.TEX","OTHER"
0x00235760,"DATA\\ROM\\TEX\\EM\\E02\\E02_00.TEX","OTHER"
0x00235780,"DATA\\ROM\\TEX\\EM\\E02\\E02_01.TEX","OTHER"
0x002357A0,"DATA\\ROM\\TEX\\EM\\E02\\E02_02.TEX","OTHER"
0x002357C0,"DATA\\ROM\\TEX\\EM\\E02\\E02_03.TEX","OTHER"
0x002357E0,"DATA\\ROM\\TEX\\EM\\E02\\E02_04.TEX","OTHER"
0x00235800,"DATA\\ROM\\TEX\\EM\\E03\\E03_00.TEX","OTHER"
0x00235820,"DATA\\ROM\\TEX\\EM\\E04\\E04_00.TEX","OTHER"
0x00235840,"DATA\\ROM\\TEX\\EM\\E05\\E05_00.TEX","OTHER"
0x00235860,"DATA\\ROM\\TEX\\EM\\E06\\E06_00.TEX","OTHER"
0x00235880,"DATA\\ROM\\TEX\\EM\\E07\\E07_00.TEX","OTHER"
0x002358A0,"DATA\\ROM\\TEX\\EM\\E08\\E08_00.TEX","OTHER"
0x002358C0,"DATA\\ROM\\TEX\\EM\\E09\\E09_00.TEX","OTHER"
0x002358E0,"DATA\\ROM\\TEX\\EM\\E10\\E10_00.TEX","OTHER"
0x00235900,"DATA\\ROM\\TEX\\EM\\E11\\E11_00.TEX","OTHER"
0x00235920,"DATA\\ROM\\TEX\\EM\\E12\\E12_00.TEX","OTHER"
0x00235940,"DATA\\ROM\\TEX\\EM\\E13\\E13_00.TEX","OTHER"
0x00235960,"DATA\\ROM\\TEX\\EM\\E14\\E14_00.TEX","OTHER"
0x00235980,"DATA\\ROM\\TEX\\EM\\E16\\E16_00.TEX","OTHER"
0x002359A0,"DATA\\ROM\\TEX\\EM\\E16\\E16_01.TEX","OTHER"
0x002359C0,"DATA\\ROM\\TEX\\EM\\E17\\E17_00.TEX","OTHER"
0x002359E0,"DATA\\ROM\\TEX\\EM\\E17\\E17_10.TEX","OTHER"
0x00235A00,"DATA\\ROM\\TEX\\EM\\E18\\E18_00.TEX","OTHER"
0x00235A20,"DATA\\ROM\\TEX\\EM\\E19\\E19_00.TEX","OTHER"
0x00235A40,"DATA\\ROM\\TEX\\EM\\E20\\E20_00.TEX","OTHER"
0x00235A60,"DATA\\ROM\\TEX\\EM\\E21\\E21_00.TEX","OTHER"
0x00235A80,"DATA\\ROM\\TEX\\EM\\E22\\E22_00.TEX","OTHER"
0x00235AA0,"DATA\\ROM\\TEX\\EM\\E22\\E22_01.TEX","OTHER"
0x00235AC0,"DATA\\ROM\\TEX\\EM\\E23\\E23_00.TEX","OTHER"
0x00235AE0,"DATA\\ROM\\TEX\\EM\\E25\\E25_00.TEX","OTHER"
0x00235B00,"DATA\\ROM\\TEX\\EM\\E26\\E26_00.TEX","OTHER"
0x00235B20,"DATA\\ROM\\TEX\\EM\\E27\\E27_00.TEX","OTHER"
0x00235B40,"DATA\\ROM\\TEX\\EM\\E27\\E27_01.TEX","OTHER"
0x00235B60,"DATA\\ROM\\TEX\\EM\\E27\\E27_02.TEX","OTHER"
0x00235B80,"DATA\\ROM\\TEX\\EM\\E27\\E27_03.TEX","OTHER"
0x00235BA0,"DATA\\ROM\\TEX\\EM\\E27\\E27_04.TEX","OTHER"
0x00235BC0,"DATA\\ROM\\TEX\\EM\\E27\\E27_05.TEX","OTHER"
0x00235BE0,"DATA\\ROM\\TEX\\EM\\E27\\E27_06.TEX","OTHER"
0x00235C00,"DATA\\ROM\\TEX\\EM\\E27\\E27_07.TEX","OTHER"
0x00235C20,"DATA\\ROM\\TEX\\EM\\E27\\E27_08.TEX","OTHER"
0x00235C40,"DATA\\ROM\\TEX\\EM\\E27\\E27_09.TEX","OTHER"
0x00235C60,"DATA\\ROM\\TEX\\EM\\E28\\E28_00.TEX","OTHER"
0x00235C80,"DATA\\ROM\\TEX\\EM\\E29\\E29_00.TEX","OTHER"
0x00235CA0,"DATA\\ROM\\TEX\\EM\\E29\\E29_01.TEX","OTHER"
0x00235CC0,"DATA\\ROM\\TEX\\EM\\E31\\E31_00.TEX","OTHER"
0x00235CE0,"DATA\\ROM\\TEX\\EM\\E32\\E32_00.TEX","OTHER"
0x00235D00,"DATA\\ROM\\TEX\\EM\\E33\\E33_00.TEX","OTHER"
0x00235D20,"DATA\\ROM\\TEX\\EM\\E33\\E33_01.TEX","OTHER"
0x00235D40,"DATA\\ROM\\TEX\\EM\\E34\\E34_00.TEX","OTHER"
0x00235D60,"DATA\\ROM\\TEX\\EM\\E35\\E35_00.TEX","OTHER"
0x00235D80,"DATA\\ROM\\TEX\\EM\\E36\\E36_00.TEX","OTHER"
0x00235DA0,"DATA\\ROM\\TEX\\EM\\E36\\E36_01.TEX","OTHER"
0x00235DC0,"DATA\\ROM\\TEX\\EM\\E38\\E38_00.TEX","OTHER"
0x00235DE0,"DATA\\ROM\\TEX\\EM\\E39\\E39_00.TEX","OTHER"
0x00235E00,"DATA\\ROM\\TEX\\EM\\E40\\E40_00.TEX","OTHER"
0x00235E20,"DATA\\ROM\\TEX\\EM\\E41\\E41_00.TEX","OTHER"
0x00235E40,"DATA\\ROM\\TEX\\EM\\E42\\E42_00.TEX","OTHER"
0x00235E60,"DATA\\ROM\\TEX\\EM\\E43\\E43_00.TEX","OTHER"
0x00235E80,"DATA\\ROM\\TEX\\EM\\E43\\E43_01.TEX","OTHER"
0x00235EA0,"DATA\\ROM\\TEX\\EM\\E45\\E45_00.TEX","OTHER"
0x00235EC0,"DATA\\ROM\\TEX\\EM\\E46\\E46_00.TEX","OTHER"
0x00235EE0,"DATA\\ROM\\TEX\\EM\\E47\\E47_00.TEX","OTHER"
0x00235F00,"DATA\\ROM\\TEX\\EM\\E48\\E48_00.TEX","OTHER"
0x00235F20,"DATA\\ROM\\TEX\\EM\\E49\\E49_00.TEX","OTHER"
0x00235F40,"DATA\\ROM\\TEX\\EM\\E50\\E50_00.TEX","OTHER"
0x00235F60,"DATA\\ROM\\TEX\\EM\\E53\\E53_00.TEX","OTHER"
0x00235F80,"DATA\\ROM\\TEX\\EM\\E54\\E54_00.TEX","OTHER"
0x00235FA0,"DATA\\ROM\\TEX\\EM\\E55\\E55_00.TEX","OTHER"
0x00235FC0,"DATA\\ROM\\TEX\\EM\\E56\\E56_00.TEX","OTHER"
0x00235FE0,"DATA\\ROM\\TEX\\EM\\E58\\E58_00.TEX","OTHER"
0x00236000,"DATA\\ROM\\TEX\\EM\\E58\\E58_01.TEX","OTHER"
0x00236020,"DATA\\ROM\\TEX\\EM\\E59\\E59_00.TEX","OTHER"
0x00236040,"DATA\\ROM\\TEX\\EM\\E61\\E61_00.TEX","OTHER"
0x00236060,"DATA\\ROM\\TEX\\EM\\E61\\E61_01.TEX","OTHER"
0x00236080,"DATA\\ROM\\TEX\\EM\\HE00\\HE00_00.TEX","OTHER"
0x002360B0,"DATA\\ROM\\TEX\\EM\\HE00\\HE00_01.TEX","OTHER"
0x002360E0,"DATA\\ROM\\TEX\\EM\\HE01\\HE01_00.TEX","OTHER"
0x00236110,"DATA\\ROM\\TEX\\EM\\HE01\\HE01_01.TEX","OTHER"
0x00236140,"DATA\\ROM\\TEX\\EM\\HE01\\HE01_03.TEX","OTHER"
0x00236170,"DATA\\ROM\\TEX\\EM\\HE01\\HE01_04.TEX","OTHER"
0x002361A0,"DATA\\ROM\\TEX\\EM\\HE01\\HE01_06.TEX","OTHER"
0x002361D0,"DATA\\ROM\\TEX\\EM\\HE01\\HE01_07.TEX","OTHER"
0x00236200,"DATA\\ROM\\TEX\\EM\\HE01\\HE01_08.TEX","OTHER"
0x00236230,"DATA\\ROM\\TEX\\EM\\HE01\\HE01_09.TEX","OTHER"
0x00236260,"DATA\\ROM\\TEX\\EM\\HE01\\HE01_10.TEX","OTHER"
0x00236290,"DATA\\ROM\\TEX\\EM\\HE01\\HE01_11.TEX","OTHER"
0x002362C0,"DATA\\ROM\\TEX\\EM\\HE01\\HE01_12.TEX","OTHER"
0x002362F0,"DATA\\ROM\\TEX\\EM\\HE01\\HE01_13.TEX","OTHER"
0x00236320,"DATA\\ROM\\TEX\\EM\\HE01\\HE01_15.TEX","OTHER"
0x00236350,"DATA\\ROM\\TEX\\EM\\HE01\\HE01_17.TEX","OTHER"
0x00236380,"DATA\\ROM\\TEX\\EM\\HE01\\HE01_56.TEX","OTHER"
0x002363B0,"DATA\\ROM\\TEX\\EM\\HE02\\HE02_01.TEX","OTHER"
0x002363E0,"DATA\\ROM\\TEX\\EM\\HE02\\HE02_02.TEX","OTHER"
0x00236410,"DATA\\ROM\\TEX\\EM\\HE02\\HE02_03.TEX","OTHER"
0x00236440,"DATA\\ROM\\TEX\\EM\\HE03\\HE03_00.TEX","OTHER"
0x00236470,"DATA\\ROM\\TEX\\EM\\HE06\\HE06_00.TEX","OTHER"
0x002364A0,"DATA\\ROM\\TEX\\EM\\HE07\\HE07_00.TEX","OTHER"
0x002364D0,"DATA\\ROM\\TEX\\EM\\HE09\\HE09_00.TEX","OTHER"
0x00236500,"DATA\\ROM\\TEX\\EM\\HE18\\HE18_00.TEX","OTHER"
0x00236530,"DATA\\ROM\\TEX\\EM\\HE22\\HE22_00.TEX","OTHER"
0x00236560,"DATA\\ROM\\TEX\\EM\\HE23\\HE23_00.TEX","OTHER"
0x00236590,"DATA\\ROM\\TEX\\EM\\HE29\\HE29_00.TEX","OTHER"
0x002365C0,"DATA\\ROM\\TEX\\EM\\HE36\\HE36_00.TEX","OTHER"
0x002365F0,"DATA\\ROM\\TEX\\EM\\HE43\\HE43_01.TEX","OTHER"
0x00236620,"DATA\\ROM\\TEX\\IT\\OBJS01.TEX","OTHER"
0x00236640,"DATA\\ROM\\TEX\\IT\\OBJS02.TEX","OTHER"
0x00236660,"DATA\\ROM\\TEX\\IT\\OBJS24.TEX","OTHER"
0x00236680,"DATA\\ROM\\TEX\\IT\\OBJS26.TEX","OTHER"
0x002366A0,"DATA\\ROM\\TEX\\IT\\OBJS28.TEX","OTHER"
0x002366C0,"DATA\\ROM\\TEX\\IT\\OBJS35.TEX","OTHER"
0x002366E0,"DATA\\ROM\\TEX\\IT\\OBJS41.TEX","OTHER"
0x00236700,"DATA\\ROM\\ETC\\DE01.TEX","OTHER"
0x00236720,"DATA\\ROM\\SCENE\\PIT_TEX\\GAME_ETC.TEX","OTHER"
0x00236750,"DATA\\ROM\\MODEL\\EM\\E00_00","OTHER"
0x00236770,"DATA\\ROM\\MODEL\\EM\\E00_01","OTHER"
0x00236790,"DATA\\ROM\\MODEL\\EM\\E01_00","OTHER"
0x002367B0,"DATA\\ROM\\MODEL\\EM\\E01_01","OTHER"
0x002367D0,"DATA\\ROM\\MODEL\\EM\\E01_03","OTHER"
0x002367F0,"DATA\\ROM\\MODEL\\EM\\E01_04","OTHER"
0x00236810,"DATA\\ROM\\MODEL\\EM\\E01_07","OTHER"
0x00236830,"DATA\\ROM\\MODEL\\EM\\E01_08","OTHER"
0x00236850,"DATA\\ROM\\MODEL\\EM\\E01_09","OTHER"
0x00236870,"DATA\\ROM\\MODEL\\EM\\E01_10","OTHER"
0x00236890,"DATA\\ROM\\MODEL\\EM\\E01_11","OTHER"
0x002368B0,"DATA\\ROM\\MODEL\\EM\\E01_12","OTHER"
0x002368D0,"DATA\\ROM\\MODEL\\EM\\E01_13","OTHER"
0x002368F0,"DATA\\ROM\\MODEL\\EM\\E01_14","OTHER"
0x00236910,"DATA\\ROM\\MODEL\\EM\\E01_15","OTHER"
0x00236930,"DATA\\ROM\\MODEL\\EM\\E01_16","OTHER"
0x00236950,"DATA\\ROM\\MODEL\\EM\\E01_17","OTHER"
0x00236970,"DATA\\ROM\\MODEL\\EM\\E01_18","OTHER"
0x00236990,"DATA\\ROM\\MODEL\\EM\\E01_19","OTHER"
0x002369B0,"DATA\\ROM\\MODEL\\EM\\E01_20","OTHER"
0x002369D0,"DATA\\ROM\\MODEL\\EM\\E01_21","OTHER"
0x002369F0,"DATA\\ROM\\MODEL\\EM\\E01_22","OTHER"
0x00236A10,"DATA\\ROM\\MODEL\\EM\\E01_23","OTHER"
0x00236A30,"DATA\\ROM\\MODEL\\EM\\E01_24","OTHER"
0x00236A50,"DATA\\ROM\\MODEL\\EM\\E01_25","OTHER"
0x00236A70,"DATA\\ROM\\MODEL\\EM\\E01_26","OTHER"
0x00236A90,"DATA\\ROM\\MODEL\\EM\\E01_27","OTHER"
0x00236AB0,"DATA\\ROM\\MODEL\\EM\\E01_28","OTHER"
0x00236AD0,"DATA\\ROM\\MODEL\\EM\\E01_29","OTHER"
0x00236AF0,"DATA\\ROM\\MODEL\\EM\\E01_30","OTHER"
0x00236B10,"DATA\\ROM\\MODEL\\EM\\E01_31","OTHER"
0x00236B30,"DATA\\ROM\\MODEL\\EM\\E01_32","OTHER"
0x00236B50,"DATA\\ROM\\MODEL\\EM\\E01_33","OTHER"
0x00236B70,"DATA\\ROM\\MODEL\\EM\\E01_34","OTHER"
0x00236B90,"DATA\\ROM\\MODEL\\EM\\E01_35","OTHER"
0x00236BB0,"DATA\\ROM\\MODEL\\EM\\E01_36","OTHER"
0x00236BD0,"DATA\\ROM\\MODEL\\EM\\E01_37","OTHER"
0x00236BF0,"DATA\\ROM\\MODEL\\EM\\E01_38","OTHER"
0x00236C10,"DATA\\ROM\\MODEL\\EM\\E01_39","OTHER"
0x00236C30,"DATA\\ROM\\MODEL\\EM\\E01_40","OTHER"
0x00236C50,"DATA\\ROM\\MODEL\\EM\\E01_41","OTHER"
0x00236C70,"DATA\\ROM\\MODEL\\EM\\E01_42","OTHER"
0x00236C90,"DATA\\ROM\\MODEL\\EM\\E01_43","OTHER"
0x00236CB0,"DATA\\ROM\\MODEL\\EM\\E01_44","OTHER"
0x00236CD0,"DATA\\ROM\\MODEL\\EM\\E01_45","OTHER"
0x00236CF0,"DATA\\ROM\\MODEL\\EM\\E01_46","OTHER"
0x00236D10,"DATA\\ROM\\MODEL\\EM\\E01_47","OTHER"
0x00236D30,"DATA\\ROM\\MODEL\\EM\\E01_48","OTHER"
0x00236D50,"DATA\\ROM\\MODEL\\EM\\E01_49","OTHER"
0x00236D70,"DATA\\ROM\\MODEL\\EM\\E01_50","OTHER"
0x00236D90,"DATA\\ROM\\MODEL\\EM\\E01_51","OTHER"
0x00236DB0,"DATA\\ROM\\MODEL\\EM\\E01_52","OTHER"
0x00236DD0,"DATA\\ROM\\MODEL\\EM\\E01_53","OTHER"
0x00236DF0,"DATA\\ROM\\MODEL\\EM\\E01_54","OTHER"
0x00236E10,"DATA\\ROM\\MODEL\\EM\\E01_55","OTHER"
0x00236E30,"DATA\\ROM\\MODEL\\EM\\E01_56","OTHER"
0x00236E50,"DATA\\ROM\\MODEL\\EM\\E01_57","OTHER"
0x00236E70,"DATA\\ROM\\MODEL\\EM\\E01_58","OTHER"
0x00236E90,"DATA\\ROM\\MODEL\\EM\\E01_59","OTHER"
0x00236EB0,"DATA\\ROM\\MODEL\\EM\\E01_60","OTHER"
0x00236ED0,"DATA\\ROM\\MODEL\\NPC\\N200","OTHER"
0x00236EF0,"DATA\\ROM\\MODEL\\NPC\\N201","OTHER"
